ID,RA_CFIS,DEC_CFIS,MAG_AUTO_r,name,RA_SLED,DEC_SLED,paper_id,DECALS
2242292018244,216.586982,56.2323123,19.8865,CFHTLS J142620.8+561356,216.58699,56.2323,2016MNRAS.455.1191M,https://www.legacysurvey.org/viewer?ra=216.58699&dec=56.2323&layer=ls-dr9&zoom=16
2243292001824,217.5027031,55.7799833,19.9292,SA112,217.50271,55.77999,2012ApJ...749...38M,https://www.legacysurvey.org/viewer?ra=217.502708333333&dec=55.7799916666666&layer=ls-dr9&zoom=16
2244240022049,140.6628618,29.84635,21.1826,J0922+2950,140.66287,29.84637,2022arXiv221100047K,https://www.legacysurvey.org/viewer?ra=140.662872&dec=29.846367&layer=ls-dr9&zoom=16
2244267009741,167.978072,43.4863144,20.0567,PS1J1111+4329,167.97917,43.48639,2020A&A...644A.163C,https://www.legacysurvey.org/viewer?ra=167.97917&dec=43.48639&layer=ls-dr9&zoom=16
2245275002240,181.0043093,47.538058,19.5869,J1204+4732,181.0043,47.5381,2021ApJ...909...27H,https://www.legacysurvey.org/viewer?ra=181.0043&dec=47.5381&layer=ls-dr9&zoom=16
2245290021279,213.9144356,54.8450816,18.0043,J1415+5450,213.914,54.8451,2016A&A...592A..75P,https://www.legacysurvey.org/viewer?ra=213.914&dec=54.8451&layer=ls-dr9&zoom=16
2246245006520,146.0493641,32.3440817,20.5181,UNIONS J094411+322038,146.0493,32.3441,2022A&A...666A...1S,https://www.legacysurvey.org/viewer?ra=146.0493&dec=32.3441&layer=ls-dr9&zoom=16
2246245006520,146.0493641,32.3440817,20.5181,PS1J0944+3220,146.05,32.34417,2020A&A...644A.163C,https://www.legacysurvey.org/viewer?ra=146.05&dec=32.34417&layer=ls-dr9&zoom=16
2247289022950,212.7256334,54.2777322,20.5422,J1410+5416,212.726,54.2777,2016A&A...592A..75P,https://www.legacysurvey.org/viewer?ra=212.726&dec=54.2777&layer=ls-dr9&zoom=16
2247291037139,217.9957108,55.7248035,18.9826,UNIONS J143158+554329,217.9957,55.7249,2022A&A...666A...1S,https://www.legacysurvey.org/viewer?ra=217.9957&dec=55.7249&layer=ls-dr9&zoom=16
2247291037139,217.9957108,55.7248035,18.9826,J1431+5543,217.9957,55.7248,2016A&A...592A..75P,https://www.legacysurvey.org/viewer?ra=217.9957&dec=55.7248&layer=ls-dr9&zoom=16
2248289022757,213.8423156,54.5826876,18.3479,J1415+5434,213.8425,54.5827,2016A&A...592A..75P,https://www.legacysurvey.org/viewer?ra=213.8425&dec=54.5827&layer=ls-dr9&zoom=16
2248289032010,213.1729366,54.4224276,19.1014,J1412+5425,213.1729,54.4224,2016A&A...592A..75P,https://www.legacysurvey.org/viewer?ra=213.1729&dec=54.4224&layer=ls-dr9&zoom=16
2248290005133,216.5697746,55.1213264,20.5164,J1426+5507,216.57,55.1213,2016A&A...592A..75P,https://www.legacysurvey.org/viewer?ra=216.57&dec=55.1213&layer=ls-dr9&zoom=16
2249290030178,217.42919,54.891854,18.7621,142943+545330,217.4292,54.8918,2014ApJ...785..144G,https://www.legacysurvey.org/viewer?ra=217.4292&dec=54.8918&layer=ls-dr9&zoom=16
2250286030293,207.7049076,52.9558589,17.9676,J1350+5257,207.705,52.9559,2021ApJ...909...27H,https://www.legacysurvey.org/viewer?ra=207.705&dec=52.9559&layer=ls-dr9&zoom=16
2251278008782,191.4322085,48.9838917,17.4628,J1245+4859,191.43207,48.98397,2022ApJ...932..107S,https://www.legacysurvey.org/viewer?ra=191.43207&dec=48.98397&layer=ls-dr9&zoom=16
2251288018014,213.1650366,53.9569854,19.4675,J1412+5357,213.165,53.957,2016A&A...592A..75P,https://www.legacysurvey.org/viewer?ra=213.165&dec=53.957&layer=ls-dr9&zoom=16
2252250024192,153.6055697,35.0799704,18.511,PS1J1014+3504,153.60417,35.08,2020A&A...644A.163C,https://www.legacysurvey.org/viewer?ra=153.60417&dec=35.08&layer=ls-dr9&zoom=16
2253243017425,148.3996335,31.5441323,18.0109,UNIONS J095335+313238,148.3997,31.5441,2022A&A...666A...1S,https://www.legacysurvey.org/viewer?ra=148.3997&dec=31.5441&layer=ls-dr9&zoom=16
2253283004402,202.938875,51.5753444,18.6268,J1331+5134,202.9388,51.5753,2021ApJ...909...27H,https://www.legacysurvey.org/viewer?ra=202.9388&dec=51.5753&layer=ls-dr9&zoom=16
2254300003187,253.7973159,59.9533299,18.5849,J1655+5957,253.79724,59.95335,2022arXiv220602764S,https://www.legacysurvey.org/viewer?ra=253.797241&dec=59.95334559&layer=ls-dr9&zoom=16
2257286004319,213.5425991,52.8469507,19.7592,HSCJ141410.18+525048.8,213.5424,52.8469,2020MNRAS.495.1291J,https://www.legacysurvey.org/viewer?ra=213.5424&dec=52.8469&layer=ls-dr9&zoom=16
2257286004319,213.5425991,52.8469507,19.7592,J1414+5250,213.543,52.847,2016A&A...592A..75P,https://www.legacysurvey.org/viewer?ra=213.543&dec=52.847&layer=ls-dr9&zoom=16
2258290008143,225.1507663,55.1708791,19.7237,UNIONS J150036+551015,225.1507,55.1708,2022A&A...666A...1S,https://www.legacysurvey.org/viewer?ra=225.1507&dec=55.1708&layer=ls-dr9&zoom=16
2259243024515,152.0762574,31.7003763,19.3234,J1008+3142,152.0763,31.7005,2020ApJ...894...78H,https://www.legacysurvey.org/viewer?ra=152.0763&dec=31.7005&layer=ls-dr9&zoom=16
2260284036160,211.55937,52.0481742,19.2012,SL2S J140614+520253,211.55833,52.04806,2013ApJ...777...97S,https://www.legacysurvey.org/viewer?ra=211.55833&dec=52.04806&layer=ls-dr9&zoom=16
2260284036160,211.55937,52.0481742,19.2012,140614+520253,211.5594,52.0482,2014ApJ...785..144G,https://www.legacysurvey.org/viewer?ra=211.5594&dec=52.0482&layer=ls-dr9&zoom=16
2261264016965,175.3095356,41.7624308,18.2501,UNIONS J114114+414544,175.3096,41.7625,2022A&A...666A...1S,https://www.legacysurvey.org/viewer?ra=175.3096&dec=41.7625&layer=ls-dr9&zoom=16
2263280027643,204.1912297,49.8856476,18.8668,UNIONS J133645+495308,204.1913,49.8856,2022A&A...666A...1S,https://www.legacysurvey.org/viewer?ra=204.1913&dec=49.8856&layer=ls-dr9&zoom=16
2264298014921,256.5307055,58.8054666,21.0054,J1706+5848,256.53093,58.80542,2022arXiv220602764S,https://www.legacysurvey.org/viewer?ra=256.530927&dec=58.8054184&layer=ls-dr9&zoom=16
2266281016753,208.8572207,50.5473704,19.0584,UNIONS J135525+503250,208.8572,50.5474,2022A&A...666A...1S,https://www.legacysurvey.org/viewer?ra=208.8572&dec=50.5474&layer=ls-dr9&zoom=16
2266285001937,218.7269927,52.480789,20.3483,CFHTLS J143454.4+522850,218.72702,52.4808,2016MNRAS.455.1191M,https://www.legacysurvey.org/viewer?ra=218.72702&dec=52.4808&layer=ls-dr9&zoom=16
2266298027743,258.4026869,58.9445543,20.4644,WFC3 J171336.64+585640.73,258.40267,58.94465,2014MNRAS.439.3392P,https://www.legacysurvey.org/viewer?ra=258.40267&dec=58.94465&layer=ls-dr9&zoom=16
2267283024375,214.0930649,51.6084227,18.1758,J1416+5136,214.09308,51.60844,2008ApJ...682..964B,https://www.legacysurvey.org/viewer?ra=214.09308&dec=51.60844&layer=ls-dr9&zoom=16
2267283024375,214.0930649,51.6084227,18.1758,SDSS J141622.33+513630.2,214.0930417,51.60838889,2004AJ....127.1860B,https://www.legacysurvey.org/viewer?ra=214.093041666666&dec=51.6083888888888&layer=ls-dr9&zoom=16
2269270008012,190.1345492,45.1507984,18.5438,J1240+4509,190.1345,45.1508,2021ApJ...909...27H,https://www.legacysurvey.org/viewer?ra=190.1345&dec=45.1508&layer=ls-dr9&zoom=16
2270260000678,176.5379758,39.9986579,19.6003,UNIONS J114609+395955,176.5379,39.9987,2022A&A...666A...1S,https://www.legacysurvey.org/viewer?ra=176.5379&dec=39.9987&layer=ls-dr9&zoom=16
2271283039104,217.325356,51.2954994,19.9599,J1429+5117,217.3254,51.2955,2016A&A...592A..75P,https://www.legacysurvey.org/viewer?ra=217.3254&dec=51.2955&layer=ls-dr9&zoom=16
2272254015766,170.4254175,36.9636376,19.2478,J1121+3657,170.4254,36.9636,2021ApJ...909...27H,https://www.legacysurvey.org/viewer?ra=170.4254&dec=36.9636&layer=ls-dr9&zoom=16
2272279029443,209.5040166,49.3927853,20.4474,UNIONS J135800+492334,209.5041,49.3928,2022A&A...666A...1S,https://www.legacysurvey.org/viewer?ra=209.5041&dec=49.3928&layer=ls-dr9&zoom=16
2272281007962,213.9972976,50.4617397,19.6002,UNIONS J141559+502742,213.9973,50.4617,2022A&A...666A...1S,https://www.legacysurvey.org/viewer?ra=213.9973&dec=50.4617&layer=ls-dr9&zoom=16
2272283016091,218.5161166,51.3599583,18.6358,SA115,218.51612,51.36002,2012ApJ...749...38M,https://www.legacysurvey.org/viewer?ra=218.516124999999&dec=51.3600194444444&layer=ls-dr9&zoom=16
2273251031546,167.5769026,35.2877939,19.1975,UNIONS J111018+351716,167.5768,35.2878,2022A&A...666A...1S,https://www.legacysurvey.org/viewer?ra=167.5768&dec=35.2878&layer=ls-dr9&zoom=16
